,pk_cid,recomendacion,precio,prob
0,45483,debit_card,60,0.2700474501203525
1,46823,debit_card,60,0.7579641484854703
2,148406,debit_card,60,0.7592608585164674
3,151516,debit_card,60,0.3098820433120102
4,177092,debit_card,60,0.7627938803705012
5,178489,debit_card,60,0.2644956849309421
6,184817,debit_card,60,0.5457224286447027
7,196386,debit_card,60,0.2706820713753169
8,199420,debit_card,60,0.8345955036692395
9,217646,debit_card,60,0.8252615132119928
10,232148,debit_card,60,0.6924483096963369
11,288155,debit_card,60,0.37201600734034573
12,357457,debit_card,60,0.38287035593303786
13,359710,debit_card,60,0.7087818879026723
14,402337,debit_card,60,0.28478045504341004
15,414062,debit_card,60,0.793223776293362
16,451421,debit_card,60,0.6739311839300137
17,460465,debit_card,60,0.7883159739743121
18,464850,debit_card,60,0.3586409878582068
19,486509,debit_card,60,0.7874099401230341
20,494953,debit_card,60,0.36165380808079883
21,498418,debit_card,60,0.35668516059888233
22,498422,debit_card,60,0.36771297840824624
23,523174,debit_card,60,0.6308184397549559
24,523311,debit_card,60,0.49281590346794224
25,550029,debit_card,60,0.30243867888237724
26,564582,debit_card,60,0.6753046006854398
27,575135,debit_card,60,0.7970598678993008
28,598775,debit_card,60,0.804645189950262
29,624029,debit_card,60,0.37981718378205553
30,644376,debit_card,60,0.6245666180601495
31,707054,debit_card,60,0.2813763847904747
32,720905,debit_card,60,0.8167484667781125
33,735727,debit_card,60,0.30135708016645846
34,764944,debit_card,60,0.7261235471974183
35,773699,debit_card,60,0.2764046965356152
36,806394,debit_card,60,0.7263087494576932
37,820896,debit_card,60,0.37841552086457314
38,825037,debit_card,60,0.7870287786364878
39,825479,debit_card,60,0.2880493623189995
40,825523,debit_card,60,0.3551611781366587
41,836220,debit_card,60,0.7497181975248157
42,837228,debit_card,60,0.29553375575471236
43,837347,debit_card,60,0.8029258408459442
44,895031,debit_card,60,0.30637483845053287
45,898636,debit_card,60,0.8021009735387175
46,907971,debit_card,60,0.3805873102376394
47,917373,debit_card,60,0.4165171416317439
48,939616,debit_card,60,0.2741988384856396
49,948022,debit_card,60,0.3517686985230096
50,965259,debit_card,60,0.6546565765133464
51,971058,debit_card,60,0.789664150381162
52,973689,debit_card,60,0.7052097574722431
53,1000481,debit_card,60,0.7843013293421994
54,1000514,debit_card,60,0.828093966946167
55,1000973,debit_card,60,0.26042279874893465
56,1001018,debit_card,60,0.26281198102084774
57,1001037,debit_card,60,0.6802285350139552
58,1001112,debit_card,60,0.28138053015081815
59,1001155,debit_card,60,0.3829053362369617
60,1001247,debit_card,60,0.41837494289967725
61,1001505,debit_card,60,0.338162034151985
62,1001620,debit_card,60,0.8004387053818924
63,1001688,debit_card,60,0.3855580610336459
64,1001885,debit_card,60,0.25201182478186657
65,1002011,debit_card,60,0.3911727037906035
66,1002100,debit_card,60,0.29861960945052907
67,1002358,debit_card,60,0.8051365376748132
68,1002547,debit_card,60,0.32563456512195116
69,1003707,debit_card,60,0.37350648663964536
70,1003790,debit_card,60,0.3899577885557787
71,1004005,debit_card,60,0.323294310484632
72,1004287,debit_card,60,0.8227292557921057
73,1004623,debit_card,60,0.7361199407147684
74,1004781,debit_card,60,0.5377085037352176
75,1004931,debit_card,60,0.2883384442309528
76,1005330,debit_card,60,0.7749907983721457
77,1005387,debit_card,60,0.3064963750474542
78,1005504,debit_card,60,0.25255084644059933
79,1005579,debit_card,60,0.25693932751975046
80,1005677,debit_card,60,0.3733326176124958
81,1005723,debit_card,60,0.3267855685964917
82,1005957,debit_card,60,0.3414489058586638
83,1006079,debit_card,60,0.4311028090065075
84,1006364,debit_card,60,0.4388431894803824
85,1006879,debit_card,60,0.8174274576759006
86,1008426,debit_card,60,0.28523793863859886
87,1008478,debit_card,60,0.7441949705234299
88,1008766,debit_card,60,0.2640661566725289
89,1008803,debit_card,60,0.3450870016085133
90,1009007,debit_card,60,0.3986857862130511
91,1009029,debit_card,60,0.39977254902737763
92,1009317,debit_card,60,0.8114277644087214
93,1009515,debit_card,60,0.8101631990277867
94,1009798,debit_card,60,0.8305012062707602
95,1010139,debit_card,60,0.8188795326144314
96,1010279,debit_card,60,0.7300047122705937
97,1010318,debit_card,60,0.3615462428108083
98,1010817,debit_card,60,0.35427402667413943
99,1010820,debit_card,60,0.3461691681120031
100,1011379,debit_card,60,0.26700080389637
101,1011408,debit_card,60,0.28760011964648563
102,1011446,debit_card,60,0.8284741140076529
103,1011704,debit_card,60,0.29511740685160914
104,1011925,debit_card,60,0.8254470199834423
105,1012256,debit_card,60,0.3824577388027118
106,1012293,debit_card,60,0.4103310279566385
107,1012866,debit_card,60,0.3675663862873897
108,1012888,debit_card,60,0.3565120013004972
109,1012890,debit_card,60,0.3806750750891908
110,1012928,debit_card,60,0.823457926413323
111,1012970,debit_card,60,0.27895044000439767
112,1013016,debit_card,60,0.2750566986544234
113,1013087,debit_card,60,0.256668870053612
114,1013246,debit_card,60,0.4194556535470422
115,1013386,debit_card,60,0.421449216819272
116,1013429,debit_card,60,0.7581678468392179
117,1014040,debit_card,60,0.4018726988830417
118,1014130,debit_card,60,0.36552274256304684
119,1014387,debit_card,60,0.7597246720596332
120,1014438,debit_card,60,0.2931922541793375
121,1014522,debit_card,60,0.33403919284497036
122,1014906,debit_card,60,0.3755659907022921
123,1015294,debit_card,60,0.8056589662300933
124,1015448,debit_card,60,0.2775332231370445
125,1015517,debit_card,60,0.2926042289799494
126,1015608,debit_card,60,0.33520550137726957
127,1015617,debit_card,60,0.25236409097711976
128,1015869,debit_card,60,0.770561585814643
129,1016049,debit_card,60,0.8165400329925717
130,1016095,debit_card,60,0.8504413362216001
131,1016464,debit_card,60,0.5736994473845264
132,1016778,debit_card,60,0.811289248992828
133,1016811,debit_card,60,0.32516988447490397
134,1016824,debit_card,60,0.3611095540802115
135,1016836,debit_card,60,0.3220086269582022
136,1017020,debit_card,60,0.28994305064791176
137,1017052,debit_card,60,0.7428051400379446
138,1017309,debit_card,60,0.35162557974604797
139,1017337,debit_card,60,0.3799489138365527
140,1017525,debit_card,60,0.3463444862951309
141,1017630,debit_card,60,0.26711678461740546
142,1018152,debit_card,60,0.2518716932540395
143,1018217,debit_card,60,0.2590689446706765
144,1018224,debit_card,60,0.2594564563178815
145,1018424,debit_card,60,0.6883996187787133
146,1018914,debit_card,60,0.7980091265071373
147,1019026,debit_card,60,0.35809609065384124
148,1019075,debit_card,60,0.3724346791406189
149,1019482,debit_card,60,0.39560483551437614
150,1019688,debit_card,60,0.7554372468137721
151,1019730,debit_card,60,0.2555856178724047
152,1019886,debit_card,60,0.2550242268077438
153,1020164,debit_card,60,0.7197847980210895
154,1020174,debit_card,60,0.7599140850794076
155,1020250,debit_card,60,0.2951565977361876
156,1020324,debit_card,60,0.31719405210001567
157,1020444,debit_card,60,0.27992852945616314
158,1020479,debit_card,60,0.7391426107026792
159,1020569,debit_card,60,0.357489522024151
160,1020602,debit_card,60,0.7435481519801785
161,1020671,debit_card,60,0.3607667752313192
162,1020891,debit_card,60,0.7649615349487284
163,1020953,debit_card,60,0.26781720893708233
164,1021291,debit_card,60,0.8066224873814066
165,1021487,debit_card,60,0.37871880364564037
166,1022508,debit_card,60,0.2539688982393228
167,1022521,debit_card,60,0.36148828791245924
168,1022650,debit_card,60,0.25469972982957406
169,1022762,debit_card,60,0.2861283564509876
170,1023139,debit_card,60,0.3691202675634698
171,1023217,debit_card,60,0.7724707764315291
172,1023984,debit_card,60,0.3865673173886812
173,1024525,debit_card,60,0.3144326958135747
174,1024914,debit_card,60,0.681620536782018
175,1025066,debit_card,60,0.27698341793192843
176,1025071,debit_card,60,0.8482167922676129
177,1026291,debit_card,60,0.32234398359552724
178,1026308,debit_card,60,0.36667963029559625
179,1028538,debit_card,60,0.2835397233435155
180,1029101,debit_card,60,0.6271890269546909
181,1033459,debit_card,60,0.7828729858389094
182,1034022,debit_card,60,0.733047644484431
183,1035930,debit_card,60,0.4279248469817843
184,1036390,debit_card,60,0.2942473631557005
185,1039609,debit_card,60,0.7385841668289126
186,1041408,debit_card,60,0.3376129229943852
187,1042839,debit_card,60,0.6867665441387664
188,1043699,debit_card,60,0.34031228657834967
189,1044573,debit_card,60,0.29077387056348525
190,1045078,debit_card,60,0.6112180442308812
191,1049027,debit_card,60,0.3833039182303937
192,1050676,debit_card,60,0.740239623213469
193,1050678,debit_card,60,0.6827117597096561
194,1052194,debit_card,60,0.8043826691433091
195,1052622,debit_card,60,0.8356181730422648
196,1052678,debit_card,60,0.2564744303964916
197,1052687,debit_card,60,0.37582347087775103
198,1053729,debit_card,60,0.8393199124249076
199,1054032,debit_card,60,0.2586736527466808
200,1054202,debit_card,60,0.28640014925388263
201,1054295,debit_card,60,0.252325286311048
202,1055105,debit_card,60,0.7615817354190967
203,1055170,debit_card,60,0.3091574470826729
204,1055893,debit_card,60,0.7176166498942064
205,1056162,debit_card,60,0.7600900953525577
206,1056434,debit_card,60,0.30885037487774447
207,1056570,debit_card,60,0.4682806068594602
208,1058230,debit_card,60,0.3802291361064062
209,1058445,debit_card,60,0.30774087871956995
210,1058709,debit_card,60,0.28742077134716737
211,1059159,debit_card,60,0.33293259493580263
212,1059795,debit_card,60,0.25869659465506906
213,1061579,debit_card,60,0.6418584371390236
214,1061623,debit_card,60,0.33197373684735565
215,1062106,debit_card,60,0.26941181159258715
216,1062197,debit_card,60,0.33603740217529465
217,1062252,debit_card,60,0.7479380198015537
218,1062740,debit_card,60,0.8038003218547602
219,1065068,debit_card,60,0.7630600582735939
220,1065145,debit_card,60,0.644874819743241
221,1065512,debit_card,60,0.74575342807621
222,1065767,debit_card,60,0.7570551536955842
223,1067584,debit_card,60,0.8033373340541335
224,1068771,debit_card,60,0.807052035297727
225,1068796,debit_card,60,0.7682093736989302
226,1069474,debit_card,60,0.25870700358895665
227,1070277,debit_card,60,0.2626942307386975
228,1070504,debit_card,60,0.3711358656562275
229,1070518,debit_card,60,0.25236021772402745
230,1075184,debit_card,60,0.745838564589988
231,1075724,debit_card,60,0.5576928852296323
232,1075823,debit_card,60,0.8117900513696125
233,1076435,debit_card,60,0.7500335170184658
234,1077366,debit_card,60,0.34645485857909974
235,1077634,debit_card,60,0.7972249583649883
236,1078103,debit_card,60,0.7372596508523273
237,1078278,debit_card,60,0.3775905811965549
238,1078912,debit_card,60,0.540449977159423
239,1079396,debit_card,60,0.3475092829117823
240,1080822,debit_card,60,0.4062355736522313
241,1081541,debit_card,60,0.3331204323485715
242,1081746,debit_card,60,0.7421754841369025
243,1081756,debit_card,60,0.30947908969658217
244,1082445,debit_card,60,0.676126583654516
245,1082672,debit_card,60,0.8291300668832585
246,1082904,debit_card,60,0.35707159383723236
247,1082937,debit_card,60,0.30185062081551883
248,1082987,debit_card,60,0.3546795637287838
249,1083817,debit_card,60,0.25042162861273853
250,1084234,debit_card,60,0.3152171545503395
251,1086021,debit_card,60,0.7113838449437713
252,1086046,debit_card,60,0.305939345700892
253,1086098,debit_card,60,0.383347003155317
254,1086963,debit_card,60,0.30491609975534956
255,1089037,debit_card,60,0.2959878400622547
256,1089492,debit_card,60,0.2862362910083268
257,1089579,debit_card,60,0.7339751252039762
258,1089802,debit_card,60,0.2918728582209518
259,1089962,debit_card,60,0.25587887831158684
260,1090863,debit_card,60,0.35114797329642977
261,1091943,debit_card,60,0.28019626845936446
262,1092369,debit_card,60,0.8674549267921079
263,1094289,debit_card,60,0.2666997149368212
264,1096203,debit_card,60,0.8333024094709285
265,1097494,debit_card,60,0.7891689681063208
266,1097653,debit_card,60,0.8255458928322696
267,1097749,debit_card,60,0.27538247455656717
268,1097760,debit_card,60,0.25810838476752
269,1097912,debit_card,60,0.3650160171430838
270,1098928,debit_card,60,0.40226986696379824
271,1098969,debit_card,60,0.6784197391354998
272,1098998,debit_card,60,0.35040159381781877
273,1099215,debit_card,60,0.2529252452718455
274,1100579,debit_card,60,0.34552735833351333
275,1100938,debit_card,60,0.35346232974113834
276,1101133,debit_card,60,0.5380162195460453
277,1101265,debit_card,60,0.3003050122424144
278,1102062,debit_card,60,0.7635113291133522
279,1102152,debit_card,60,0.38054738553363726
280,1102306,debit_card,60,0.27093477510792224
281,1102377,debit_card,60,0.3273795229154791
282,1102427,debit_card,60,0.3043708514879107
